,label,sentence,translate_result
4339,4,What island is home to statues called Mauis ?,On what island are statues called mouse?
4340,1,What is a fear of black people ?,What's a fear of blacks?
4341,1,What 's the most extensively grown and eaten food ?,What is the most cultivated and eaten food?
4342,1,What was the worst hurricane ?,What was the worst hurricane?
4343,0,How can I get started in writing for television ?,How can I write for television?
4344,4,Where was Pythagoras born ?,Where was Pythagoras born?
4345,1,What 1927 silent film received an international revival in 1981 ?,What 1927 silent film received an international review in 1981?
4346,5,What is the price for AAA 's liability auto insurance ?,What is the price for AAA liability insurance?
4347,2,What is LMDS ?,What is LMDS?
4348,3,Who are the top ten richest people in the world ?,Who are the ten best rich people in the world?
4349,3,Who is the leader of Brunei ?,Who is the leader of Brunei?
4350,4,What is the capital of Italy ?,What is the capital of Italy?
4351,1,What game does Garry Kasparov play ?,What game is Garry Kasparov playing?
4352,0,How do you get a pointsettia to turn red ?,How do you get a pointsettia to turn red?
4353,1,What is kept in Fort Knox that is so valuable ?,What's so valuable in Fort Knox?
4354,4,What is the greatest hiking Web site ?,What is the largest hiking site?
4355,5,"What is the population of Arcadia , Florida ?","What is the population of Arcadia, Florida?"
4356,1,What Stephen King novel is set in a graveyard for pets ?,Which Stephen King novel is in a pet cemetery?
4357,3,Who were the head writers for the Smothers Brothers Comedy Hour ?,Who were the editors of the Comedy Hour Smothers Brothers?
4358,3,Who portrayed Prewett in From Here to Eternity ?,Who portrayed Prewett in From Here to Eternity?
4359,1,What was the sequel to The Pink Panther ?,What was the continuation of The Pink Panther?
4360,5,How many people live in cities ?,How many people live in cities?
4361,5,How high must a mountain be to be called a mountain ?,How high does a mountain have to be to be called a mountain?
4362,3,What Scottish poet penned To a Mouse and To a Louse ?,What Scottish poet wrote to a mouse and a louse?
4363,3,What is the name of the inventor of silly putty ?,What's the name of the inventor of the stupid kit?
4364,4,What ocean surrounds the Madeira Islands ?,What ocean surrounds the Madeira islands?
4365,3,What famous communist leader died in Mexico City ?,What famous communist leader died in Mexico City?
4366,1,What was John Steinbeck 's travelling companion Charley ?,What was John Steinbeck's travel friend Charley?
4367,4,What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?,What are the capitals of the two major countries occupying the Iberian Peninsula in Europe?
4368,5,How many mines can still be found in the Falklands after the war ended ?,How many more mines are there in the Falklands after the war?
4369,0,How can I get in touch with Michael Moore of `` Roger & Me '' ?,How can I contact Michael Moore of ```Roger & Me''?
4370,0,How is ` qigong ' properly pronounced ?,"How is ""qigong"" pronounced correctly?"
4371,5,How many gallons of water go over Niagra Falls every second ?,How many liters of water goes through Niagra Falls every second?
4372,1,What turns blue litmus paper red ?,What makes blue lacquer red?
4373,3,Who was the first woman to run the mile in less than 4 36893 minutes ?,Who was the first woman to walk the mile in less than 4 36893 minutes?
4374,5,How many copies of an album must be sold for it to be a gold album ?,How many copies of an album do you have to sell to make it a gold album?
4375,1,What is `` the soft drink for adults '' ?,What's the soft drink for adults?
4376,1,What is the only vegetable that starts with `` z '' ?,"What's the only vegetable that starts with ""z""?"
4377,1,What is a fear of machinery ?,What's a fear of machines?
4378,3,Who awarded The Flying Fickle Finger of Fate ?,Who has awarded the Flying Fickle Finger of Destiny?
4379,4,"In Sinclair Lewis ' `` Main Street , '' what was the name of the typical American town ?","In Sinclair Lewis ``Main Street,''what was the name of the typical American city?"
4380,1,What hide-and-seek game is played around a tin can ?,What hide -and -seek game is played around a tin can?
4381,4,What is the largest city in Texas ?,What's the biggest city in Texas?
4382,3,"What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ?",What future deer hunter portrayed Annie Hall's neurotic brother Duane?
4383,1,What drink is the best thirst-quencher ?,What's the best drink to quench your thirst?
4384,4,Where can I get a map of Prussia on the Internet ?,Where can I get a map of Prussia on the Internet?
4385,1,What was the longest war in U.S. history ?,What was the longest war in the history of the United States?
4386,0,What is a `` node '' in computer terms ?,"What is a ""knot"" in computer terms?"
4387,4,What are the five richest countries in the world ?,What are the five richest countries in the world?
4388,4,Where is McCarren Airport ?,Where is McCarren Airport?
4389,3,What are the top boy names in the U.S. ?,What are the top boy names in the United States?
4390,5,How many tiles did the Space Shuttle Columbia lose on its second flight ?,How many stones did the Columbia Space Shuttle lose on the second flight?
4391,5,How many teaspoons make up a tablespoon ?,How many teaspoons form a spoon?
4392,3,Who was the lyricist and who was the composer between Gilbert and Sullivan ?,Who was the writer and who was the composer between Gilbert and Sullivan?
4393,3,Who was the lawyer for Randy Craft ?,Who was Randy Craft's lawyer?
4394,0,What is the origin of the word Marijuana ?,What is the origin of the word marijuana?
4395,3,Who was the 3rd president of the United States ?,Who was the third President of the United States?
4396,1,What organ contains the islands of Langerhans ?,Which organ contains the islands of Langerhans?
4397,3,Name Dick Tracy 's two children .,Name's Dick Tracy's two kids.
4398,1,What is a fear of points ?,What's a fear of points?
4399,5,What fraction of a beaver 's life is spent swimming ?,What part of a beaver's life is spent swimming?
4400,0,How can SQL queries be improved ?,How can SQL queries be improved?
4401,1,What is the most radioactive food ?,What's the most radioactive?
4402,3,What was the previous name for the Commonwealth ?,What was the former name of the Commonwealth?
4403,5,How much will gas be taxed in California by the year 2000 ?,How much is the gas taxed in California until the 2000's?
4404,3,Who gave King Arthur the round table ?,Who gave King Arthur the round table?
4405,4,What state in the United States covers the largest area ?,Which state in the United States covers the largest area?
4406,0,How do you make a computer chip ?,How to make a computer chip?
4407,3,Who became president of the U.S. in 1789 ?,Who became President of the United States in 1789?
4408,3,Who wrote `` The Scarlet Letter '' ?,"Who wrote ""The Scarlet Letter""?"
4409,3,Who did Sara Jane Moore try to assassinate ?,Who was Sara trying to kill Jane Moore?
4410,0,What is Linux ?,What is Linux?
4411,5,How many dots make up the symbol for `` because '' ?,How many points are the symbol for ``cause''?
4412,3,What title did Shevardnadze have during the Soviet era ?,What was the title of Schewardnadze during the Soviet era?
4413,1,What did the pyramid-builders of Egypt mainly eat ?,What did the pyramid builders in Egypt eat mainly?
4414,1,What 's the international radio code word for the letter F ?,What is the international radio word for the letter F?
4415,1,What are the 28 tenses in the English language ?,What are the 28 -times in English?
4416,3,Which king signed the Magna Carta ?,Which king signed the Magna Carta?
4417,1,What software offers inventors use of CAD-like design ?,What software offers inventors the use of CAD -like design?
4418,0,What is agent orange ?,What is Agent Orange?
4419,3,Name the child left on a doorstep at the beginning of Gasoline Alley .,Name the child at the front door at the beginning of Gasoline Alley.
4420,5,How many zip codes are there in the U.S. ?,How many zip codes are there in the US?
4421,1,"In Beetle Bailey , can you name Sarge 's dog ?","In Beetle Bailey, can you call Sarge's dog?"
4422,0,Why shouldn 't you remove a bee stinger with tweezers ?,Why not remove a bee sting with tweezers?
4423,3,Which college did Dikembe Mutombo play basketball for ?,For which college did Dikembe Mutombo play basketball?
4424,0,Why did Europeans first come to Australia and Oceania ?,Why did Europeans first come to Australia and Oceania?
4425,0,What did the Confederate Constitution say about slavery ?,What did the Confederate Constitution say about slavery?
4426,5,How long does it take the Milky Way Galaxy to make one revolution ?,How long does it take for the Milky Way to make a revolution?
4427,5,How many people own pets ?,How many people have pets?
4428,4,What web sites are linked to the Report on Genesis Eldercare ?,Which websites are linked to the report on Genesis Eldercare?
4429,1,What is a fear of lice ?,What's a fear of lice?
4430,5,How long does it take different materials to decompose ?,How long does it take to decompose different materials?
