,label,sentence,translate_result
6566,1,ms. hutchins is talented enough and charismatic enough to make us care about zelda 's ultimate fate .,Ms. Hutchins is talented and charismatic enough to care about Zelda's ultimate fate.
6567,0,"such a fine idea for a film , and such a stultifying , lifeless execution .","Such a beautiful idea for a movie, and such an amazing, lifeless performance."
6568,0,return to neverland manages to straddle the line between another classic for the company and just another run-of-the-mill disney sequel intended for the home video market .,"Back to Neverland, it manages to bridge the line between another classic for the company and just another ban -of -the -mill Disney Sequel for the home video market."
6569,1,"writer-director david jacobson and his star , jeremy renner , have made a remarkable film that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted .","Author -director David Jacobson and his star, Jeremy Renner, have made a remarkable film that does not examine the psychology of the monster to excuse him, but to demonstrate that his pathology has evolved from human impulses that have been horribly twisted."
6570,1,"drama of temptation , salvation and good intentions is a thoughtful examination of faith , love and power .","Drama of temptation, salvation and good intentions is a thoughtful test of faith, love and power."
6571,1,oddly compelling .,strangely captivating.
6572,0,"feels at times like a giant commercial for universal studios , where much of the action takes place .","sometimes feels like a giant commercial for universal studies, where much of the action takes place."
6573,0,"a small fortune in salaries and stunt cars might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours -lrb- and , for that matter , shrek -rrb- .","a small fortune in salaries and stunt cars could have been saved if the director, Tom dey, parts of midnight runs and 48 -hours --lrb - and, in this case, shrek -rrb -."
6574,1,"strange , funny , twisted , brilliant and macabre .","weird, funny, twisted, brilliant and macabre."
6575,1,"shanghai ghetto , much stranger than any fiction , brings this unknown slice of history affectingly to life .","Ghetto shanghai, much stranger than any fiction, brings this unknown piece of history to life."
6576,1,"a movie that will thrill you , touch you and make you laugh as well .","a film that will inspire you, touch you and make you laugh as well."
6577,1,"though overall an overwhelmingly positive portrayal , the film does n't ignore the more problematic aspects of brown 's life .","Although overall an overwhelmingly positive presentation, the film does not ignore the more problematic aspects of brown life."
6578,0,"the film is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own .","The film is so busy referring to other films and being other films t hat it has no heart, no mind or humor."
6579,1,cool gadgets and creatures keep this fresh .,cool gadgets and creatures keep these fresh.
6580,0,"this is very much of a mixed bag , with enough negatives to outweigh the positives .",This is very much from a mixed bag with enough negatives to outweigh the positive ones.
6581,0,"ringu is a disaster of a story , full of holes and completely lacking in chills .","ringu is a disaster of a story, full of holes and completely lacking in cold."
6582,1,"while maintaining the appearance of clinical objectivity , this sad , occasionally horrifying but often inspiring film is among wiseman 's warmest .","This sad, sometimes frightening, but often inspiring film is one of Wiseman's warmest films."
6583,0,but it would be better to wait for the video .,But it would be better to wait for the video.
6584,0,dreary tale of middle-class angst,dark history of the fear of the middle class
6585,1,"though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could be played out in any working class community in the nation .","Although the aboriginal aspect brings to an end an extraordinary sensitivity, and history itself could be played out in every working class community of the nation."
6586,1,"the byplay and bickering between the now spy-savvy siblings , carmen -lrb- vega -rrb- and juni -lrb- sabara -rrb- cortez , anchor the film in a very real and amusing give-and-take .","The circumvention and bickering between the now Spy -decorated siblings, Carmen -lrb - vega -rrb - and juni -lrb - sabara -rrb - cortez, anchor the film in a very real and entertaining giving and taking."
